,Common Name,Order,Family,Genus,Binomial,Pri Head Col,Sec Head Col,Head Pattern,Num Head Cols,Pri Body Col,Sec Body Col,Body Pattern,Num Body Cols,Pri Leg Col,Sec Leg Col,Leg Pattern,Num Leg Cols,Pri Tail Col,Sec Tail Col,Tail Pattern,Num Tail Cols,Mean Precipitation,Mean Evapotranspiration,MidRange Latitude,PC1
1365,Kloss' Mole,Eulipotyphla,Talpidae,Euroscaptor,Euroscaptor klossi,C5,NA,0,1,C5,NA,0,1,C5,NA,0,1,C5,NA,0,1,139.25,1212.99,12.38,-0.674199774
1366,Long-Nosed Mole,Eulipotyphla,Talpidae,Euroscaptor,Euroscaptor longirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.08,968.97,27.8,0.000190636
1367,Himalayan Mole,Eulipotyphla,Talpidae,Euroscaptor,Euroscaptor micrura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.76,1032.86,26.32,-0.594737236
1368,Japanese Mountain Mole,Eulipotyphla,Talpidae,Euroscaptor,Euroscaptor mizura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.53,778.16,37.68,0.08701826
1369,Small-Toothed Mole,Eulipotyphla,Talpidae,Euroscaptor,Euroscaptor parvidens,C5,NA,0,1,C5,C4,6,2,C5,NA,0,1,C5,NA,0,1,132.14,1142.19,16.94,-0.497120798
1370,Vietnamese Mole,Eulipotyphla,Talpidae,Euroscaptor,Euroscaptor subanura,C4,C3,1,2,C3,C4,6,2,C3,NA,0,1,C3,NA,0,1,NA,NA,NA,NA
1371,Pyrenean Desman,Eulipotyphla,Talpidae,Galemys,Galemys pyrenaicus,D3,F3,3,2,D3,A1,"4, 6",3,E4,NA,0,1,E4,NA,0,1,65.84,550.34,41.94,1.049151545
1372,Echigo Mole,Eulipotyphla,Talpidae,Mogera,Mogera etigo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1373,Small Japanese Mole,Eulipotyphla,Talpidae,Mogera,Mogera imaizumii,F4,NA,0,1,C4,NA,0,1,C4,NA,0,1,C4,NA,0,1,141.9,774.31,37.63,-0.02598461
1374,Insular Mole,Eulipotyphla,Talpidae,Mogera,Mogera insularis,C5,NA,0,1,B5,C5,6,2,B5,NA,0,1,1,NA,0,1,123.01,1042.61,25.23,-0.256425084
1375,Kano's Mole,Eulipotyphla,Talpidae,Mogera,Mogera kanoana,F4,NA,0,1,E5,NA,0,1,E5,NA,0,1,1,NA,0,1,NA,NA,NA,NA
1376,Ussuri Mole,Eulipotyphla,Talpidae,Mogera,Mogera robusta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1377,Sado Mole,Eulipotyphla,Talpidae,Mogera,Mogera tokudae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.1,805,37.9,-0.449953689
1378,Senkaku Mole,Eulipotyphla,Talpidae,Mogera,Mogera uchidai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.74,NA
1379,Large Japanese Mole,Eulipotyphla,Talpidae,Mogera,Mogera wogura,G2,NA,0,1,F3,G2,4,2,G2,NA,0,1,1,NA,0,1,80.76,627.21,40.18,0.787671579
1380,American Shrew Mole,Eulipotyphla,Talpidae,Neurotrichus,Neurotrichus gibbsii,C4,NA,0,1,C4,NA,0,1,C4,NA,0,1,C2,NA,0,1,93.39,431.15,43.25,0.967350243
1381,Hairy-Tailed Mole,Eulipotyphla,Talpidae,Parascalops,Parascalops breweri,C5,B4,1,2,C5,B4,4,2,C5,NA,0,1,B4,NA,0,1,80.8,666.71,41.23,0.726626064
1382,White-Tailed Mole,Eulipotyphla,Talpidae,Parascaptor,Parascaptor leucura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.94,1015.25,24.8,-0.6078764
1383,Eastern Mole,Eulipotyphla,Talpidae,Scalopus,Scalopus aquaticus,F3,NA,0,1,E2,D2,4,2,E2,NA,0,1,1,NA,0,1,78.98,822.01,35.5,0.505624605
1384,Gansu Mole,Eulipotyphla,Talpidae,Scapanulus,Scapanulus oweni,C5,NA,0,1,C5,B3,4,2,B3,NA,0,1,1,NA,0,1,59.33,688.1,33.07,0.900172587
1385,Broad-Footed Mole,Eulipotyphla,Talpidae,Scapanus,Scapanus latimanus,E4,NA,0,1,E4,NA,0,1,E4,NA,0,1,E4,NA,0,1,43.2,338.05,37.65,1.592812849
1386,Coastal Mole,Eulipotyphla,Talpidae,Scapanus,Scapanus orarius,C5,C4,1,2,C5,C4,"4, 6",2,C4,NA,0,1,1,NA,0,1,69.8,383.19,44.72,1.267779033
1387,Townsend's Mole,Eulipotyphla,Talpidae,Scapanus,Scapanus townsendii,C5,NA,0,1,C5,B4,"4, 6",2,1,NA,0,1,1,NA,0,1,111.5,470.06,44.94,0.733500115
1388,Short-Faced Mole,Eulipotyphla,Talpidae,Scaptochirus,Scaptochirus moschatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.71,542.95,39.37,1.330920096
1389,Long-Tailed Mole,Eulipotyphla,Talpidae,Scaptonyx,Scaptonyx fusicaudus,C5,NA,0,1,C5,C4,4,2,C4,NA,0,1,C4,NA,0,1,102.21,833.06,29.02,0.265340039
1390,Siberian Mole,Eulipotyphla,Talpidae,Talpa,Talpa altaica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.69,326.1,59.73,1.731425962
1391,Mediterranean Mole,Eulipotyphla,Talpidae,Talpa,Talpa caeca,C5,C4,1,2,C5,C4,"4, 6",2,1,NA,0,1,C4,NA,0,1,76.88,571.04,42.72,0.911232289
1392,Caucasian Mole,Eulipotyphla,Talpidae,Talpa,Talpa caucasica,C5,NA,0,1,C5,C4,"4, 6",2,C5,NA,0,1,1,NA,0,1,47.08,579.32,43.3,1.184990148
1393,Persian Mole,Eulipotyphla,Talpidae,Talpa,Talpa davidiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,376,35.75,1.55568129
1394,European Mole,Eulipotyphla,Talpidae,Talpa,Talpa europaea,C5,NA,0,1,C5,C4,"4, 6",2,C4,NA,0,1,C4,NA,0,1,48.51,420.58,52.82,1.415023639
1395,Levantine Mole,Eulipotyphla,Talpidae,Talpa,Talpa levantis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.81,498.66,40.56,1.244164521
1396,Iberian Mole,Eulipotyphla,Talpidae,Talpa,Talpa occidentalis,C5,NA,0,1,C4,C5,6,2,C4,NA,0,1,1,NA,0,1,53.93,487.87,39.9,1.259581368
1397,Roman Mole,Eulipotyphla,Talpidae,Talpa,Talpa romana,C5,NA,0,1,C5,C4,"4, 6",2,C4,NA,0,1,C4,NA,0,1,69.79,554.89,40.61,1.004191838
1398,Balkan Mole,Eulipotyphla,Talpidae,Talpa,Talpa stankovici,C5,NA,0,1,C4,NA,0,1,C4,NA,0,1,C4,NA,0,1,68.91,551.93,40.85,1.017197197
1399,Sichuan Shrew Mole,Eulipotyphla,Talpidae,Uropsilus,Uropsilus aequodonenia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1400,Anderson's Shrew Mole,Eulipotyphla,Talpidae,Uropsilus,Uropsilus andersoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.36,888.87,29.02,-0.100593605
1401,Gracile Shrew Mole,Eulipotyphla,Talpidae,Uropsilus,Uropsilus gracilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.82,868.66,29.16,0.147125053
1402,Inquisitive Shrew Mole,Eulipotyphla,Talpidae,Uropsilus,Uropsilus investigator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.98,889.04,28,-0.645154576
1403,Chinese Shrew Mole,Eulipotyphla,Talpidae,Uropsilus,Uropsilus soricipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.15,747.48,29.96,0.493475941
1404,Japanese Shrew Mole,Eulipotyphla,Talpidae,Urotrichus,Urotrichus talpoides,C5,NA,0,1,C5,C4,"4, 6",2,1,NA,0,1,C5,1,1,2,145.01,784.99,36.26,-0.072283193
1405,Southern Tree Hyrax,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax arboreus,D2,A1,1,2,D2,NA,0,1,D2,NA,0,1,NA,NA,NA,NA,84.78,926.84,-16.09,0.288878341
1406,Western Tree Hyrax,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax dorsalis,D3,NA,0,1,D3,A1,6,2,D3,NA,0,1,NA,NA,NA,NA,151.82,1341.99,3.97,-0.993145845
1407,Eastern Tree Hyrax,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax validus,D2,F3,1,2,D2,NA,0,1,D2,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
1408,Bush Hyrax,Hyracoidea,Procaviidae,Heterohyrax,Heterohyrax brucei,D2,A1,1,2,D2,NA,0,1,D2,NA,0,1,NA,NA,NA,NA,61.08,696.84,3.69,0.869927268
1409,Rock Hyrax,Hyracoidea,Procaviidae,Procavia,Procavia capensis,D3,F1,1,2,D2,G1,4,2,D2,NA,0,1,NA,NA,NA,NA,64.24,673.95,0.08,0.874702185
1410,Pygmy Rabbit,Lagomorpha,Leporidae,Brachylagus,Brachylagus idahoensis,D2,F2,3,3,D2,F2,4,3,G2,NA,0,1,D2,NA,0,1,23.12,292.21,42.62,1.856243546
1411,Riverine Rabbit,Lagomorpha,Leporidae,Bunolagus,Bunolagus monticularis,D2,B2,3,4,B2,G2,"4, 6",3,B2,G2,2,3,F4,NA,0,1,14.27,259.38,-31.57,1.991738173
1412,Hispid Hare,Lagomorpha,Leporidae,Caprolagus,Caprolagus hispidus,E5,F1,3,2,E5,F1,"1, 4",2,F1,NA,0,1,E5,F1,6,2,128.92,939.6,27.66,-0.15504451
1413,Antelope Jackrabbit,Lagomorpha,Leporidae,Lepus,Lepus alleni,G2,C1,3,3,F2,C1,4,3,A1,C1,1,2,C1,C5,1,2,31.17,564.35,27.64,1.36092605
1414,Snowshoe Hare,Lagomorpha,Leporidae,Lepus,Lepus americanus,E2,NA,0,1,E2,A1,4,2,E2,NA,0,1,A1,NA,0,1,48.45,358.45,52.03,1.511014789
1415,Arctic Hare,Lagomorpha,Leporidae,Lepus,Lepus arcticus,G2,E4,3,4,E1,A1,4,2,A1,E1,1,2,A1,NA,0,1,23.8,130.14,65.57,2.098600896
1416,Japanese Hare,Lagomorpha,Leporidae,Lepus,Lepus brachyurus,E1,NA,0,1,E1,A1,4,2,E1,NA,0,1,E3,NA,0,1,145.01,784.99,36.26,-0.072283193
1417,Black-Tailed Jackrabbit,Lagomorpha,Leporidae,Lepus,Lepus californicus,F2,A1,3,3,D2,A1,4,2,A1,D2,2,2,C5,D2,1,2,38.32,510.54,33.7,1.374828762
1418,White-Sided Jackrabbit,Lagomorpha,Leporidae,Lepus,Lepus callotis,D2,A1,3,3,D2,A1,4,2,A1,F2,2,2,C5,A1,1,2,66.16,756.09,24.64,0.730100685
1419,Cape Hare,Lagomorpha,Leporidae,Lepus,Lepus capensis,D2,G2,3,4,D2,A1,4,2,G2,D2,1,2,A1,C5,1,2,34.9,426.9,1.25,1.536153657
1420,Broom Hare,Lagomorpha,Leporidae,Lepus,Lepus castroviejoi,F2,G2,3,4,F2,A1,4,3,F2,NA,0,1,A1,C5,1,2,60.61,571.48,42.95,1.066963483
1421,Yunnan Hare,Lagomorpha,Leporidae,Lepus,Lepus comus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.83,979.64,25.47,-0.100311089
1422,Korean Hare,Lagomorpha,Leporidae,Lepus,Lepus coreanus,F2,A1,3,4,F2,A1,4,2,F1,F2,1,2,A1,F2,1,2,88.44,699.77,38.4,0.602410204
1423,Corsican Hare,Lagomorpha,Leporidae,Lepus,Lepus corsicanus,G2,D2,3,4,F2,G2,"4, 6",3,G2,NA,0,1,A1,C5,1,2,69.15,560.31,39.61,1.002020683
1424,European Hare,Lagomorpha,Leporidae,Lepus,Lepus europaeus,F2,A1,3,3,F2,A1,4,3,F2,NA,0,1,A1,C5,1,2,43.95,407.18,49.96,1.479438537
1425,Ethiopian Hare,Lagomorpha,Leporidae,Lepus,Lepus fagani,D2,G1,3,5,D2,A1,4,3,F2,D2,1,2,A1,E4,1,2,85.47,940.3,9.11,0.261574419
1426,Tehuantepec Jackrabbit,Lagomorpha,Leporidae,Lepus,Lepus flavigularis,F2,A1,3,4,D2,A1,4,2,C1,A1,2,2,A1,C5,1,2,169.71,1071.79,16.3,-0.750174292
1427,Granada Hare,Lagomorpha,Leporidae,Lepus,Lepus granatensis,F2,G2,3,4,F2,A1,4,3,G2,A1,3,2,A1,C5,1,2,45.33,486.46,39.9,1.344420333
1428,Abyssinian Hare,Lagomorpha,Leporidae,Lepus,Lepus habessinicus,D2,G2,3,4,D2,A1,4,3,G2,D2,3,3,A1,C5,1,2,29.1,422.35,7.05,1.598897801
1429,Hainan Hare,Lagomorpha,Leporidae,Lepus,Lepus hainanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.64,1209.92,19.25,-0.471356871
1430,Black Jackrabbit,Lagomorpha,Leporidae,Lepus,Lepus insularis,C2,C5,3,3,C5,F3,"4, 6",3,F3,C5,3,2,C5,F3,1,2,18,NA,24.46,NA
1431,Manchurian Hare,Lagomorpha,Leporidae,Lepus,Lepus mandshuricus,D2,F3,3,3,D2,F1,4,2,F1,D2,1,2,A1,C5,1,2,49.44,530.74,45.6,1.23690831
1432,African Savanna Hare,Lagomorpha,Leporidae,Lepus,Lepus microtis,D2,A1,3,4,D2,A1,4,3,G2,D2,1,2,A1,C5,1,2,77.99,815.86,-1.26,0.524586367
1433,Indian Hare,Lagomorpha,Leporidae,Lepus,Lepus nigricollis,G2,D2,3,4,D2,A1,4,2,D2,A1,2,2,A1,NA,0,1,93.3,737.24,20.77,0.498146535
1434,Woolly Hare,Lagomorpha,Leporidae,Lepus,Lepus oiostolus,G2,F2,3,5,F2,A1,"4, 6",4,G2,A1,3,3,A1,NA,0,1,57.88,394.56,33.86,1.364907335
1435,Alaskan Hare,Lagomorpha,Leporidae,Lepus,Lepus othus,E1,A1,3,4,E1,A1,4,2,E1,A1,2,2,A1,NA,0,1,33.89,232.33,61.24,1.844668268
1436,Burmese Hare,Lagomorpha,Leporidae,Lepus,Lepus peguensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.13,1093.7,17.88,-0.557142473
1437,Scrub Hare,Lagomorpha,Leporidae,Lepus,Lepus saxatilis,D2,G2,3,5,D2,A1,4,2,G2,D2,1,2,A1,C5,1,2,23.08,355.34,-29.37,1.759677996
1438,Chinese Hare,Lagomorpha,Leporidae,Lepus,Lepus sinensis,E2,A1,3,2,E2,A1,4,2,E1,A1,2,2,E1,NA,0,1,123.32,1073.83,26.21,-0.307350394
1439,Ethiopian Highland Hare,Lagomorpha,Leporidae,Lepus,Lepus starcki,D2,G3,3,5,D2,A1,4,2,G2,F4,2,2,A1,C5,1,2,82.63,950.21,8.01,0.273656936
1440,Desert Hare,Lagomorpha,Leporidae,Lepus,Lepus tibetanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.62,279.27,35.7,1.80401671
1441,Mountain Hare,Lagomorpha,Leporidae,Lepus,Lepus timidus,F3,E1,3,4,E1,A1,4,2,E1,A1,2,2,A1,NA,0,1,32.6,292.01,59.12,1.765417468
1442,Tolai Hare,Lagomorpha,Leporidae,Lepus,Lepus tolai,F2,G2,3,4,F2,A1,"4, 6",3,G2,A1,2,2,A1,C5,1,2,16.84,220.18,44.67,2.027232496
1443,White-Tailed Jackrabbit,Lagomorpha,Leporidae,Lepus,Lepus townsendii,D2,G2,3,4,D1,A1,4,2,D1,A1,2,2,A1,NA,0,1,37,440.7,45.35,1.494772966
1444,Yarkand Hare,Lagomorpha,Leporidae,Lepus,Lepus yarkandensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.64,63.18,39.25,2.260650154
1445,Sumatran Striped Rabbit,Lagomorpha,Leporidae,Nesolagus,Nesolagus netscheri,F3,C5,3,3,F1,C5,"3, 4",3,F1,C5,2,2,F3,NA,0,1,269.74,1856.66,-0.84,-2.91712508
1446,Annamite Striped Rabbit,Lagomorpha,Leporidae,Nesolagus,Nesolagus timminsi,C5,F2,3,3,F1,C5,"3, 4",3,F1,C5,2,2,F2,NA,0,1,147,1100,18.37,-0.575181008
1447,European Rabbit,Lagomorpha,Leporidae,Oryctolagus,Oryctolagus cuniculus,D2,G2,3,4,D2,A1,4,2,D2,A1,2,2,A1,C5,1,2,55.03,488.02,44.2,1.24877648
1448,Amami Rabbit,Lagomorpha,Leporidae,Pentalagus,Pentalagus furnessi,F5,NA,3,2,F5,NA,0,1,F5,NA,0,1,F5,NA,0,1,NA,NA,28.08,NA
1449,Bunyoro Rabbit,Lagomorpha,Leporidae,Poelagus,Poelagus marjorita,D2,A1,3,3,D2,A1,4,2,D2,NA,0,1,A1,NA,0,1,108.17,1133.57,-1.44,-0.25345426
1450,Natal Red Rock Hare,Lagomorpha,Leporidae,Pronolagus,Pronolagus crassicaudatus,C1,F4,3,3,C1,G3,5,2,G3,C1,3,3,G3,NA,0,1,70.4,978.38,-29.35,0.347965218
1451,Jameson's Red Rock Hare,Lagomorpha,Leporidae,Pronolagus,Pronolagus randensis,C1,C3,3,3,C1,A1,4,2,G3,C1,1,2,C5,NA,0,1,40.88,581.38,-20.32,1.241428459
1452,Smith's Red Rock Hare,Lagomorpha,Leporidae,Pronolagus,Pronolagus rupestris,C1,G3,3,2,C2,A1,4,2,G3,C2,1,2,C5,F4,2,2,47.96,623.82,-16.77,1.108190931
1453,Hewitt's Red Rock Hare,Lagomorpha,Leporidae,Pronolagus,Pronolagus saundersiae,C1,F2,3,3,C1,A1,"4, 6",3,G3,C1,1,2,G3,G4,2,2,NA,NA,NA,NA
1454,Volcano Rabbit,Lagomorpha,Leporidae,Romerolagus,Romerolagus diazi,D3,B1,3,3,D3,B1,4,2,D3,NA,0,1,D3,NA,0,1,67.5,884,19.06,0.520784889
1455,Swamp Rabbit,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus aquaticus,F2,A1,3,3,F2,A1,4,2,F2,A1,2,2,A1,NA,0,1,99.29,974.41,33.14,0.07633642
1456,Desert Cottontail,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus audubonii,D2,A1,3,4,D2,A1,4,2,G2,A1,2,2,A1,D3,1,2,31.66,472.85,33.57,1.496734066
1457,Brush Rabbit,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus bachmani,D2,G3,3,3,D2,A1,4,2,F2,C5,3,3,A1,C5,1,2,45.6,370.75,34.52,1.519523064
1458,Tapeti,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus brasiliensis,F2,A1,3,3,F2,A1,4,2,G2,A1,2,2,A1,F3,1,2,137.67,1217.1,-3.3,-0.665322718
1459,Manzano Mountain Cottontail,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus cognatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.81,412.88,34.89,1.683521375
1460,Mexican Cottontail,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus cunicularius,D2,G3,3,4,D2,A1,4,2,G2,NA,0,1,A1,D2,1,2,91.17,888.96,19.81,0.285623053
1461,Dice's Cottontail,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus dicei,D2,G2,3,3,D2,A1,4,2,G2,NA,0,1,A1,D3,1,2,274.02,1391.73,9.59,-2.244266766
1462,Eastern Cottontail,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus floridanus,F2,G2,3,3,F2,A1,4,2,G2,A1,2,2,A1,NA,0,1,74.16,808.31,28.17,0.572999653
1463,Tres Marias Cottontail,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus graysoni,F2,G2,3,3,F2,A1,4,2,G2,A1,2,2,A1,NA,0,1,NA,NA,21.53,NA
1464,Omilteme Cottontail,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus insonus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.83,836.17,17.38,0.177698084
1465,San Jose Brush Rabbit,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus mansuetus,D2,G2,3,3,D2,A1,4,2,G2,D2,1,3,A1,D3,1,2,13,NA,24.98,NA
1466,Mountain Cottontail,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus nuttallii,D1,F2,3,4,D2,A1,4,2,G2,A1,2,2,A1,D3,1,2,28.63,363.82,42.18,1.69330177
1467,Appalachian Cottontail,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus obscurus,F2,G2,3,3,F2,A1,4,2,G2,A1,2,2,A1,C5,1,2,93.74,865.56,37.61,0.296852981
1468,Marsh Rabbit,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus palustris,D2,F3,3,3,E2,NA,0,1,E2,NA,0,1,E2,NA,0,1,104.53,1085.84,31.07,-0.145162207
1469,Robust Cottontail,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus robustus,F2,A1,3,3,F2,F3,4,3,G2,NA,0,1,A1,NA,0,1,26.23,371.45,30.44,1.704655919
1470,New England Cottontail,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus transitionalis,F2,G2,3,3,F2,A1,4,2,G2,A1,2,2,A1,F2,1,2,86.14,620.77,42.87,0.745842558
1471,Venezuelan Lowland Rabbit,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus varynaensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.64,1236.38,8.65,-0.463926008
1472,Alpine Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona alpina,F2,G2,3,3,G2,F2,6,2,A1,G2,1,2,NA,NA,NA,NA,23.77,303.38,46.28,1.832840954
1473,Silver Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona argentata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.99,199.66,38.77,2.105369558
1474,Gansu Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona cansus,F3,F2,3,3,F2,F3,4,3,A1,F2,1,2,NA,NA,NA,NA,81.97,520.48,34.43,0.939947117
1475,Collared Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona collaris,F2,A1,1,2,F2,A1,"4, 6",3,A1,NA,0,1,NA,NA,NA,NA,38.66,212.75,64.37,1.828882682
1476,Korean Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona coreana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1477,Plateau Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona curzoniae,F1,D2,3,3,D2,A1,4,2,A1,NA,0,1,NA,NA,NA,NA,49.51,346.07,34.06,1.519837015
1478,Daurian Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona dauurica,E2,A1,3,3,E2,A1,4,2,A1,E2,3,3,NA,NA,NA,NA,22.8,312.59,42.78,1.828021775
1479,Chinese Red Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona erythrotis,G2,A1,1,2,G2,A1,4,2,A1,NA,0,1,NA,NA,NA,NA,43.71,306.14,36.25,1.636914975
1480,Forrest's Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona forresti,F3,C2,3,3,F3,D1,4,2,A1,F3,1,2,NA,NA,NA,NA,174.58,995.18,27.57,-0.67933902
1481,Glover's Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona gloveri,B2,G3,3,4,F2,B2,"4, 6",3,A1,B1,1,2,NA,NA,NA,NA,152.24,682.43,30.11,0.01571687
1482,Hoffmann's Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona hoffmanni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.52,350.65,50.2,1.791490344
1483,Northern Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona hyperborea,G2,F4,3,4,G2,F4,4,4,A1,NA,0,1,NA,NA,NA,NA,28.26,278.27,56.94,1.828239604
1484,Ili Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona iliensis,B1,A1,3,4,B2,A1,"4, 6",3,A1,NA,0,1,NA,NA,NA,NA,15.53,244.57,43.89,2.00236956
1485,Kozlov's Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona koslowi,F1,G1,3,3,F1,A1,"4, 6",3,A1,NA,0,1,NA,NA,NA,NA,20.76,43.94,37.65,2.260204217
1486,Ladak Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona ladacensis,G1,F3,3,3,F1,A1,4,2,F1,NA,0,1,NA,NA,NA,NA,18.63,123.04,35.97,2.159204807
1487,Large-Eared Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona macrotis,F1,G1,3,4,F1,G1,4,4,A1,F1,2,2,NA,NA,NA,NA,67.32,444.9,34.72,1.196850437
1488,Manchurian Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona mantchurica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1489,Nubra Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona nubrica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.46,580.28,31.49,0.949145818
1490,Pallas' Pika ,Lagomorpha,Ochotonidae,Ochotona,Ochotona pallasi,G2,F2,3,3,G2,F2,"4, 6",3,A1,NA,0,1,NA,NA,NA,NA,18.98,229.49,45.2,1.992362664
1491,American Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona princeps,G1,F2,3,3,D2,A1,"4, 6",3,A1,NA,0,1,NA,NA,NA,NA,39.59,374.48,44.92,1.571570211
1492,Steppe Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona pusilla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.39,318.01,50.53,1.804413164
1493,Royle's Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona roylei,F3,F5,3,3,F3,A1,4,2,F3,A1,1,2,NA,NA,NA,NA,48.02,487.94,32.34,1.316287933
1494,Afghan Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona rufescens,F1,F2,3,3,F1,G1,4,3,G1,NA,0,1,NA,NA,NA,NA,21.56,259.09,32.16,1.922103238
1495,Turkestan Red Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona rutila,G3,A1,1,2,G3,A1,4,2,G3,A1,1,2,NA,NA,NA,NA,22.84,276.16,40.96,1.883583569
1496,Qinling Pika,Lagomorpha,Ochotonidae,Ochotona,Ochotona syrinx,F3,D2,1,2,D2,F3,6,2,D1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
